epoch,batch,train_loss,train_accuracy
6.0,744.0,0.7863592,0.78125
6.0,745.0,0.9487141,0.71875
6.0,746.0,0.53535706,0.84375
6.0,747.0,0.4496737,0.9375
6.0,748.0,0.8770531,0.78125
6.0,749.0,0.5342386,0.84375
6.0,750.0,0.7511589,0.71875
6.0,751.0,0.3595002,0.9375
6.0,752.0,0.6519305,0.8125
6.0,753.0,0.79560316,0.8125
6.0,754.0,0.63200533,0.78125
6.0,755.0,0.4297217,0.90625
6.0,756.0,0.65473723,0.84375
6.0,757.0,0.8907325,0.75
6.0,758.0,1.043324,0.6875
6.0,759.0,0.6143504,0.8125
6.0,760.0,0.6552858,0.75
6.0,761.0,0.54107803,0.9375
6.0,762.0,0.8015215,0.75
6.0,763.0,0.4659943,0.875
6.0,764.0,0.87594676,0.71875
6.0,765.0,0.70098954,0.71875
6.0,766.0,0.6067831,0.78125
6.0,767.0,0.76110756,0.75
6.0,768.0,0.72850144,0.78125
6.0,769.0,0.4540471,0.875
6.0,770.0,0.482332,0.84375
6.0,771.0,0.7631856,0.75
6.0,772.0,0.7307751,0.75
6.0,773.0,0.5705976,0.8125
6.0,774.0,0.58071005,0.90625
6.0,775.0,0.40158123,0.9375
6.0,776.0,0.5066214,0.84375
6.0,777.0,0.8437202,0.75
6.0,778.0,0.722002,0.8125
6.0,779.0,0.5874108,0.8125
6.0,780.0,0.6986074,0.75
6.0,781.0,0.5467934,0.84375
6.0,782.0,0.3964666,0.875
6.0,783.0,0.5168767,0.875
6.0,784.0,0.7548776,0.78125
6.0,785.0,0.5375228,0.84375
6.0,786.0,0.568294,0.84375
6.0,787.0,0.5848071,0.75
6.0,788.0,0.45331326,0.875
6.0,789.0,0.6764488,0.75
6.0,790.0,0.6379322,0.875
6.0,791.0,0.51886666,0.875
6.0,792.0,0.61915624,0.84375
6.0,793.0,0.7569166,0.78125
6.0,794.0,0.5891459,0.78125
6.0,795.0,0.52730465,0.875
6.0,796.0,0.5940733,0.8125
6.0,797.0,0.65557635,0.78125
6.0,798.0,0.5676206,0.875
6.0,799.0,0.69591606,0.75
6.0,800.0,0.8791484,0.75
6.0,801.0,0.57894915,0.84375
6.0,802.0,0.7522674,0.78125
6.0,803.0,0.77866924,0.78125
6.0,804.0,0.49461642,0.875
6.0,805.0,0.70228326,0.8125
6.0,806.0,0.46625006,0.90625
6.0,807.0,0.6795351,0.8125
6.0,808.0,0.3928002,0.90625
6.0,809.0,0.82080454,0.75
6.0,810.0,0.7816978,0.78125
6.0,811.0,0.6099656,0.78125
6.0,812.0,0.68022835,0.84375
6.0,813.0,0.66546214,0.75
6.0,814.0,0.59060246,0.8125
6.0,815.0,1.0003952,0.6875
6.0,816.0,0.6836043,0.8125
6.0,817.0,0.9481799,0.71875
6.0,818.0,0.52716166,0.8125
6.0,819.0,0.62012196,0.875
6.0,820.0,0.4846161,0.875
6.0,821.0,0.5418483,0.875
6.0,822.0,0.8096278,0.6956521739130435
7.0,823.0,0.6421472,0.875
7.0,824.0,0.6769827,0.8125
7.0,825.0,0.6670961,0.8125
7.0,826.0,0.419384,0.90625
7.0,827.0,0.8586521,0.75
7.0,828.0,0.34761962,0.875
7.0,829.0,0.55993956,0.8125
7.0,830.0,0.75197136,0.84375
7.0,831.0,0.67729557,0.78125
7.0,832.0,0.6789514,0.78125
7.0,833.0,0.83516926,0.71875
7.0,834.0,0.69728166,0.78125
7.0,835.0,0.52793986,0.84375
7.0,836.0,0.7366648,0.84375
7.0,837.0,0.71896577,0.84375
7.0,838.0,0.6703597,0.875
7.0,839.0,0.8940115,0.71875
7.0,840.0,0.7260012,0.875
7.0,841.0,0.4206075,0.84375
7.0,842.0,0.85535604,0.71875
7.0,843.0,0.5962219,0.875
7.0,844.0,0.7950826,0.71875
7.0,845.0,0.6481928,0.78125
7.0,846.0,0.4084867,0.90625
7.0,847.0,0.5129009,0.84375
7.0,848.0,0.63273084,0.84375
7.0,849.0,0.59638727,0.8125
7.0,850.0,0.40261623,0.90625
7.0,851.0,0.61765045,0.75
7.0,852.0,0.65072364,0.84375
7.0,853.0,0.7420197,0.8125
7.0,854.0,0.6061178,0.84375
7.0,855.0,0.9273768,0.6875
7.0,856.0,0.49394655,0.875
7.0,857.0,0.52749753,0.90625
7.0,858.0,0.541495,0.8125
7.0,859.0,0.48338196,0.78125
7.0,860.0,0.5113211,0.84375
7.0,861.0,0.6290469,0.75
7.0,862.0,0.62054855,0.875
7.0,863.0,0.71854734,0.8125
7.0,864.0,1.0534877,0.625
7.0,865.0,0.43292937,0.8125
7.0,866.0,0.46317542,0.875
7.0,867.0,0.69455695,0.75
7.0,868.0,0.38590342,0.96875
7.0,869.0,0.53820175,0.9375
7.0,870.0,0.5524682,0.84375
7.0,871.0,0.64376915,0.78125
7.0,872.0,0.2875673,0.96875
7.0,873.0,0.6046287,0.84375
7.0,874.0,0.6898965,0.78125
7.0,875.0,0.50663555,0.8125
7.0,876.0,0.860802,0.75
7.0,877.0,0.73966634,0.75
7.0,878.0,0.25876153,0.9375
7.0,879.0,0.6903169,0.8125
7.0,880.0,0.8132621,0.78125
7.0,881.0,0.5154032,0.78125
7.0,882.0,0.6582823,0.84375
7.0,883.0,0.6638469,0.84375
7.0,884.0,0.4624159,0.875
7.0,885.0,0.5822366,0.75
7.0,886.0,0.69609517,0.875
7.0,887.0,0.6637886,0.78125
7.0,888.0,0.68996793,0.75
7.0,889.0,0.44729105,0.875
7.0,890.0,0.46961328,0.875
7.0,891.0,0.55397856,0.84375
7.0,892.0,0.82501036,0.6875
7.0,893.0,0.7611936,0.8125
7.0,894.0,0.48952112,0.90625
7.0,895.0,0.6782727,0.8125
7.0,896.0,0.50645554,0.84375
7.0,897.0,0.69996375,0.78125
7.0,898.0,0.6934647,0.78125
7.0,899.0,0.7760503,0.8125
7.0,900.0,0.97115695,0.71875
7.0,901.0,0.62967545,0.75
7.0,902.0,0.8881537,0.8125
7.0,903.0,0.55748135,0.875
7.0,904.0,0.6488215,0.75
7.0,905.0,0.70042384,0.8125
7.0,906.0,0.4108451,0.84375
7.0,907.0,0.87898415,0.71875
7.0,908.0,0.7224106,0.84375
7.0,909.0,0.42264983,0.875
7.0,910.0,0.48255414,0.875
7.0,911.0,0.74134386,0.78125
7.0,912.0,0.5531084,0.90625
7.0,913.0,1.023555,0.6875
7.0,914.0,0.66663206,0.8125
7.0,915.0,0.82133806,0.6875
7.0,916.0,0.43190092,0.9375
7.0,917.0,0.720874,0.8125
7.0,918.0,0.24626127,0.96875
7.0,919.0,0.5134286,0.90625
7.0,920.0,0.7636952,0.78125
7.0,921.0,0.41143462,0.875
7.0,922.0,0.6450961,0.84375
7.0,923.0,0.46874207,0.875
7.0,924.0,0.519784,0.84375
7.0,925.0,0.6443472,0.8125
7.0,926.0,0.6689433,0.84375
7.0,927.0,0.5874542,0.75
7.0,928.0,0.53005004,0.90625
7.0,929.0,0.67737216,0.84375
7.0,930.0,0.6019659,0.875
7.0,931.0,0.6188813,0.84375
7.0,932.0,0.55011886,0.875
7.0,933.0,0.7170458,0.78125
7.0,934.0,0.7002273,0.8125
7.0,935.0,0.36986187,0.96875
7.0,936.0,0.42848223,0.84375
7.0,937.0,0.51358145,0.8125
7.0,938.0,0.7731812,0.78125
7.0,939.0,0.6206175,0.8125
7.0,940.0,0.9021469,0.6875
7.0,941.0,0.52244717,0.875
7.0,942.0,0.44232434,0.875
7.0,943.0,0.81715703,0.6875
7.0,944.0,0.4976868,0.875
7.0,945.0,0.63225716,0.84375
7.0,946.0,0.56326365,0.84375
7.0,947.0,0.6190098,0.71875
7.0,948.0,0.5086317,0.90625
7.0,949.0,0.85557497,0.8125
7.0,950.0,0.8823839,0.71875
7.0,951.0,0.52458966,0.84375
7.0,952.0,0.80763334,0.71875
7.0,953.0,0.3759393,0.9375
7.0,954.0,0.5149739,0.8125
7.0,955.0,0.69276774,0.8125
7.0,956.0,0.5844377,0.8125
7.0,957.0,1.0007645,0.71875
7.0,958.0,0.80315745,0.75
7.0,959.0,0.48236775,0.9130434782608695
8.0,960.0,0.76549745,0.8125
8.0,961.0,0.69423217,0.8125
8.0,962.0,0.645602,0.8125
8.0,963.0,0.39967197,0.90625
8.0,964.0,0.6492317,0.8125
8.0,965.0,0.7048901,0.78125
8.0,966.0,0.84992266,0.78125
8.0,967.0,0.5558841,0.84375
8.0,968.0,0.67920905,0.8125
8.0,969.0,0.60203016,0.8125
8.0,970.0,0.52107227,0.875
8.0,971.0,0.947347,0.75
8.0,972.0,0.44313514,0.875
8.0,973.0,0.4055727,0.9375
8.0,974.0,0.5123539,0.875
8.0,975.0,0.8694459,0.8125
8.0,976.0,0.5626193,0.8125
8.0,977.0,0.702466,0.78125
8.0,978.0,0.632807,0.875
8.0,979.0,0.57955337,0.84375
8.0,980.0,0.6731867,0.78125
8.0,981.0,0.6127238,0.875
8.0,982.0,0.432331,0.90625
8.0,983.0,0.39473692,0.90625
8.0,984.0,0.48984572,0.875
8.0,985.0,0.71568286,0.8125
8.0,986.0,0.5861418,0.78125
8.0,987.0,0.2714871,0.90625
8.0,988.0,0.38590184,0.9375
8.0,989.0,0.6147757,0.78125
8.0,990.0,0.5600725,0.84375
8.0,991.0,0.55830353,0.875
8.0,992.0,0.8358315,0.6875
8.0,993.0,0.41478825,0.90625
8.0,994.0,0.53398734,0.90625
8.0,995.0,0.595475,0.78125
8.0,996.0,0.82453704,0.6875
8.0,997.0,0.49070743,0.90625
8.0,998.0,0.58665544,0.84375
8.0,999.0,0.70789146,0.84375
8.0,1000.0,0.39890313,0.9375
8.0,1001.0,0.50113034,0.84375
8.0,1002.0,0.7085741,0.84375
8.0,1003.0,0.8098972,0.84375
8.0,1004.0,0.24194331,0.96875
8.0,1005.0,0.44894496,0.90625
8.0,1006.0,0.5017863,0.84375
8.0,1007.0,0.75075513,0.75
8.0,1008.0,0.5247368,0.84375
8.0,1009.0,0.71550053,0.84375
8.0,1010.0,0.60400766,0.84375
8.0,1011.0,0.5217368,0.84375
8.0,1012.0,0.594116,0.84375
8.0,1013.0,0.4391214,0.875
8.0,1014.0,0.6765179,0.8125
8.0,1015.0,0.5643841,0.875
8.0,1016.0,0.77710736,0.8125
8.0,1017.0,0.58878285,0.8125
8.0,1018.0,0.9466338,0.65625
8.0,1019.0,0.53235495,0.875
8.0,1020.0,0.5121843,0.875
8.0,1021.0,0.41091862,0.90625
8.0,1022.0,0.827264,0.78125
8.0,1023.0,0.2949563,0.875
8.0,1024.0,0.65420943,0.75
8.0,1025.0,0.65414983,0.75
8.0,1026.0,0.47491068,0.84375
8.0,1027.0,0.49202794,0.78125
8.0,1028.0,0.6689252,0.71875
8.0,1029.0,0.9780791,0.6875
8.0,1030.0,0.8107015,0.75
8.0,1031.0,0.6615454,0.78125
8.0,1032.0,0.6266879,0.84375
8.0,1033.0,0.6761687,0.84375
8.0,1034.0,0.829728,0.71875
8.0,1035.0,0.6647823,0.78125
8.0,1036.0,0.77087027,0.8125
8.0,1037.0,0.9305962,0.78125
8.0,1038.0,0.30350545,0.90625
8.0,1039.0,0.653369,0.75
8.0,1040.0,0.4924484,0.875
8.0,1041.0,0.41612545,0.90625
8.0,1042.0,0.50840545,0.84375
8.0,1043.0,0.7588062,0.75
8.0,1044.0,0.64090705,0.75
8.0,1045.0,0.31357232,0.9375
8.0,1046.0,0.54086614,0.90625
8.0,1047.0,0.5463185,0.8125
8.0,1048.0,0.31886274,0.90625
8.0,1049.0,0.9222153,0.78125
8.0,1050.0,0.40531194,0.90625
8.0,1051.0,0.6315184,0.78125
8.0,1052.0,0.5505964,0.84375
8.0,1053.0,0.6415474,0.78125
8.0,1054.0,0.4759322,0.90625
8.0,1055.0,0.61190677,0.9375
8.0,1056.0,0.7270088,0.78125
8.0,1057.0,0.4711722,0.875
8.0,1058.0,0.5435292,0.84375
8.0,1059.0,0.50127876,0.875
8.0,1060.0,0.38865134,0.875
8.0,1061.0,0.37319985,0.84375
8.0,1062.0,0.6829669,0.8125
8.0,1063.0,0.40907654,0.875
8.0,1064.0,0.38126072,0.96875
8.0,1065.0,0.61038256,0.84375
8.0,1066.0,0.5826011,0.84375
8.0,1067.0,0.37240237,0.8125
8.0,1068.0,0.4475282,0.90625
8.0,1069.0,0.6784257,0.75
8.0,1070.0,0.8939757,0.71875
8.0,1071.0,0.62345445,0.84375
8.0,1072.0,0.4405145,0.90625
8.0,1073.0,0.5380911,0.84375
8.0,1074.0,0.5288349,0.84375
8.0,1075.0,0.47342163,0.875
8.0,1076.0,0.69121915,0.78125
8.0,1077.0,0.7198491,0.75
8.0,1078.0,0.42490476,0.875
8.0,1079.0,0.42944363,0.90625
8.0,1080.0,0.5267902,0.90625
8.0,1081.0,0.37145862,0.9375
8.0,1082.0,0.39565483,0.9375
8.0,1083.0,0.5019768,0.84375
8.0,1084.0,0.52153045,0.8125
8.0,1085.0,0.89669603,0.78125
8.0,1086.0,0.44119194,0.875
8.0,1087.0,0.60669917,0.84375
8.0,1088.0,0.52867883,0.84375
8.0,1089.0,0.73107266,0.6875
8.0,1090.0,0.54526085,0.84375
8.0,1091.0,0.43764496,0.875
8.0,1092.0,0.2619025,0.96875
8.0,1093.0,0.5547738,0.84375
8.0,1094.0,0.5699994,0.8125
8.0,1095.0,0.6853972,0.8125
8.0,1096.0,0.6208095,0.6956521739130435
9.0,1097.0,0.3437881,0.90625
9.0,1098.0,0.8702962,0.78125
9.0,1099.0,0.4282439,0.875
9.0,1100.0,0.75748426,0.8125
9.0,1101.0,0.38238713,0.90625
9.0,1102.0,0.40340123,0.875
9.0,1103.0,0.36102945,0.90625
9.0,1104.0,0.5982173,0.75
9.0,1105.0,0.6573971,0.8125
9.0,1106.0,0.4901837,0.875
9.0,1107.0,0.69869417,0.8125
9.0,1108.0,0.7713545,0.75
9.0,1109.0,0.8291315,0.6875
9.0,1110.0,0.6255568,0.78125
9.0,1111.0,0.6086857,0.875
9.0,1112.0,0.47546813,0.875
9.0,1113.0,0.47384554,0.875
9.0,1114.0,0.3359943,0.96875
9.0,1115.0,0.67171013,0.84375
9.0,1116.0,0.5578853,0.9375
9.0,1117.0,0.3524738,0.9375
9.0,1118.0,0.34162223,0.9375
9.0,1119.0,0.4869474,0.90625
9.0,1120.0,0.8481394,0.78125
9.0,1121.0,0.7703331,0.75
9.0,1122.0,0.64489484,0.875
9.0,1123.0,0.38070798,0.90625
9.0,1124.0,0.4413909,0.84375
9.0,1125.0,0.43493748,0.875
9.0,1126.0,0.7942775,0.78125
9.0,1127.0,0.888913,0.625
9.0,1128.0,0.47815984,0.8125
9.0,1129.0,0.6113264,0.71875
9.0,1130.0,0.6239079,0.84375
9.0,1131.0,0.76889944,0.8125
9.0,1132.0,0.7089475,0.78125
9.0,1133.0,0.51281494,0.84375
9.0,1134.0,0.49847227,0.8125
9.0,1135.0,0.65431017,0.8125
9.0,1136.0,0.40037578,0.9375
9.0,1137.0,0.62671036,0.8125
9.0,1138.0,0.4390788,0.75
9.0,1139.0,0.5701227,0.75
9.0,1140.0,0.6987815,0.75
9.0,1141.0,0.59620464,0.8125
9.0,1142.0,0.57566786,0.8125
9.0,1143.0,0.60560197,0.75
9.0,1144.0,0.36842978,0.90625
9.0,1145.0,0.41618735,0.90625
9.0,1146.0,0.9614608,0.6875
9.0,1147.0,0.5018913,0.875
9.0,1148.0,0.53979033,0.875
9.0,1149.0,0.54308116,0.8125
9.0,1150.0,0.2999043,0.9375
9.0,1151.0,0.5744293,0.78125
9.0,1152.0,0.37488887,0.9375
9.0,1153.0,0.5621724,0.84375
9.0,1154.0,0.74258083,0.71875
9.0,1155.0,0.5338524,0.875
9.0,1156.0,0.46731535,0.875
9.0,1157.0,0.57511526,0.84375
9.0,1158.0,0.71654075,0.8125
9.0,1159.0,0.27075797,0.9375
9.0,1160.0,0.45318696,0.9375
9.0,1161.0,0.9027203,0.75
9.0,1162.0,0.23861212,0.96875
9.0,1163.0,0.4941491,0.875
9.0,1164.0,0.72496873,0.78125
9.0,1165.0,0.6274749,0.78125
9.0,1166.0,0.45002875,0.9375
9.0,1167.0,0.57361233,0.78125
9.0,1168.0,0.5696805,0.84375
9.0,1169.0,0.45118508,0.9375
9.0,1170.0,0.4249603,0.875
9.0,1171.0,0.84953845,0.8125
9.0,1172.0,0.3296365,0.9375
9.0,1173.0,0.78135973,0.78125
9.0,1174.0,0.65025294,0.84375
9.0,1175.0,0.5410647,0.84375
9.0,1176.0,0.37257344,0.90625
9.0,1177.0,0.45222455,0.84375
9.0,1178.0,0.6326202,0.8125
9.0,1179.0,0.4299634,0.84375
9.0,1180.0,0.46432278,0.875
9.0,1181.0,0.56144816,0.875
9.0,1182.0,0.5227448,0.84375
9.0,1183.0,0.54618335,0.875
9.0,1184.0,0.58745134,0.84375
9.0,1185.0,0.666748,0.84375
9.0,1186.0,0.73023844,0.75
9.0,1187.0,0.64233017,0.8125
9.0,1188.0,0.4969528,0.90625
9.0,1189.0,0.4067184,0.90625
9.0,1190.0,0.39523908,0.875
9.0,1191.0,0.82119226,0.8125
9.0,1192.0,0.57193124,0.78125
9.0,1193.0,0.5227924,0.8125
9.0,1194.0,0.48583767,0.8125
9.0,1195.0,0.85655904,0.78125
9.0,1196.0,0.49255002,0.90625
9.0,1197.0,0.5789101,0.84375
9.0,1198.0,0.84742934,0.71875
9.0,1199.0,0.6025197,0.875
9.0,1200.0,0.7424382,0.75
9.0,1201.0,0.55266184,0.875
9.0,1202.0,0.5240294,0.84375
9.0,1203.0,0.38000754,0.875
9.0,1204.0,0.30908108,0.9375
9.0,1205.0,0.744606,0.75
9.0,1206.0,0.6268986,0.75
9.0,1207.0,0.77391636,0.75
9.0,1208.0,0.5389755,0.8125
9.0,1209.0,0.50485736,0.875
9.0,1210.0,0.6349175,0.78125
9.0,1211.0,0.89549416,0.75
9.0,1212.0,0.61836976,0.875
9.0,1213.0,0.29401487,0.9375
9.0,1214.0,0.4759838,0.90625
9.0,1215.0,0.27769095,0.90625
9.0,1216.0,0.2180883,0.96875
9.0,1217.0,0.5853641,0.78125
9.0,1218.0,0.6416572,0.75
9.0,1219.0,0.5472986,0.84375
9.0,1220.0,0.55255145,0.90625
9.0,1221.0,0.70100385,0.84375
9.0,1222.0,0.60574514,0.78125
9.0,1223.0,0.9430721,0.71875
9.0,1224.0,0.4590061,0.875
9.0,1225.0,0.5119986,0.8125
9.0,1226.0,0.41557184,0.90625
9.0,1227.0,0.45890915,0.84375
9.0,1228.0,0.6896161,0.875
9.0,1229.0,0.41791064,0.84375
9.0,1230.0,0.46217892,0.84375
9.0,1231.0,0.57799697,0.875
9.0,1232.0,0.77145875,0.8125
9.0,1233.0,0.4841588,0.782608695652174
10.0,1234.0,0.43228614,0.84375
10.0,1235.0,0.45731345,0.84375
10.0,1236.0,0.48228726,0.875
10.0,1237.0,0.38898906,0.875
10.0,1238.0,0.3110328,0.90625
10.0,1239.0,0.32976225,0.90625
10.0,1240.0,0.42125794,0.90625
10.0,1241.0,0.69843066,0.8125
10.0,1242.0,0.50139236,0.90625
10.0,1243.0,0.3253664,0.9375
10.0,1244.0,0.5271003,0.84375
10.0,1245.0,0.8352714,0.8125
10.0,1246.0,0.61261296,0.78125
10.0,1247.0,0.5091394,0.875
10.0,1248.0,0.635791,0.8125
10.0,1249.0,0.6030869,0.84375
10.0,1250.0,0.30488423,0.875
10.0,1251.0,0.6043384,0.90625
10.0,1252.0,0.8282731,0.8125
10.0,1253.0,0.6975876,0.8125
10.0,1254.0,0.43361965,0.875
10.0,1255.0,0.9675318,0.6875
10.0,1256.0,0.46360517,0.9375
10.0,1257.0,0.6695063,0.78125
10.0,1258.0,0.7125025,0.75
10.0,1259.0,0.6900233,0.78125
10.0,1260.0,0.5643693,0.84375
10.0,1261.0,0.4017208,0.875
10.0,1262.0,0.19580998,0.96875
10.0,1263.0,0.4251821,0.90625
10.0,1264.0,0.3629382,0.90625
10.0,1265.0,0.4949434,0.84375
10.0,1266.0,0.8078226,0.75
10.0,1267.0,0.61257225,0.8125
10.0,1268.0,0.4820959,0.8125
10.0,1269.0,0.41332942,0.875
10.0,1270.0,0.55786425,0.84375
10.0,1271.0,0.59632003,0.84375
10.0,1272.0,0.5056432,0.8125
10.0,1273.0,0.48683918,0.9375
10.0,1274.0,0.5582743,0.78125
10.0,1275.0,0.45747486,0.90625
10.0,1276.0,0.613495,0.78125
10.0,1277.0,0.33376235,0.875
10.0,1278.0,0.47959647,0.84375
10.0,1279.0,0.32517537,0.90625
10.0,1280.0,0.43317404,0.8125
10.0,1281.0,0.5447794,0.84375
10.0,1282.0,0.4272619,0.875
10.0,1283.0,0.5666266,0.84375
10.0,1284.0,0.40653366,0.84375
10.0,1285.0,0.5564623,0.8125
10.0,1286.0,0.75502634,0.625
10.0,1287.0,0.48540643,0.875
10.0,1288.0,0.56534916,0.8125
10.0,1289.0,0.48556846,0.8125
10.0,1290.0,0.27933234,0.96875
10.0,1291.0,0.5899754,0.8125
10.0,1292.0,0.6226795,0.84375
10.0,1293.0,0.66573507,0.8125
10.0,1294.0,0.5947126,0.84375
10.0,1295.0,0.51638395,0.84375
10.0,1296.0,0.63298243,0.75
10.0,1297.0,0.36138514,0.875
10.0,1298.0,0.40331903,0.875
10.0,1299.0,0.6615827,0.78125
10.0,1300.0,0.529336,0.84375
10.0,1301.0,0.63552785,0.8125
10.0,1302.0,0.7137642,0.6875
10.0,1303.0,0.3795508,0.9375
10.0,1304.0,0.5376049,0.875
10.0,1305.0,0.8369294,0.6875
10.0,1306.0,0.67641056,0.8125
10.0,1307.0,0.74013144,0.71875
10.0,1308.0,0.7770423,0.75
10.0,1309.0,0.6522545,0.84375
10.0,1310.0,0.35067427,0.90625
10.0,1311.0,0.36629435,0.90625
10.0,1312.0,0.88852257,0.75
10.0,1313.0,0.6480203,0.8125
10.0,1314.0,0.713261,0.78125
10.0,1315.0,0.7087095,0.71875
10.0,1316.0,0.69855416,0.71875
10.0,1317.0,0.51729053,0.78125
10.0,1318.0,0.64017075,0.84375
10.0,1319.0,0.5856815,0.8125
10.0,1320.0,0.89478457,0.75
10.0,1321.0,0.46180955,0.84375
10.0,1322.0,0.34584674,0.90625
10.0,1323.0,0.77500457,0.75
10.0,1324.0,1.0220335,0.625
10.0,1325.0,0.46249324,0.8125
10.0,1326.0,0.5914923,0.84375
10.0,1327.0,0.29454443,0.9375
10.0,1328.0,0.4884659,0.84375
10.0,1329.0,0.51350045,0.8125
10.0,1330.0,0.42967898,0.90625
10.0,1331.0,0.64759284,0.78125
10.0,1332.0,0.5391496,0.8125
10.0,1333.0,0.5952946,0.875
10.0,1334.0,0.4569357,0.875
10.0,1335.0,0.5334265,0.90625
10.0,1336.0,0.42960623,0.84375
10.0,1337.0,0.744932,0.75
10.0,1338.0,0.4368536,0.90625
10.0,1339.0,0.57513523,0.8125
10.0,1340.0,0.6286566,0.8125
10.0,1341.0,0.4077241,0.875
10.0,1342.0,0.81504494,0.75
10.0,1343.0,0.6201878,0.8125
10.0,1344.0,0.6712932,0.8125
10.0,1345.0,0.6430506,0.84375
10.0,1346.0,0.52944636,0.84375
10.0,1347.0,0.37472433,0.90625
10.0,1348.0,0.6763091,0.84375
10.0,1349.0,0.4807253,0.8125
10.0,1350.0,0.70892733,0.8125
10.0,1351.0,0.5582516,0.8125
10.0,1352.0,0.4536529,0.875
10.0,1353.0,0.42306477,0.875
10.0,1354.0,0.2719078,0.96875
10.0,1355.0,0.61552286,0.8125
10.0,1356.0,0.35883218,0.96875
10.0,1357.0,0.53532916,0.84375
10.0,1358.0,0.48806763,0.78125
10.0,1359.0,0.7836556,0.78125
10.0,1360.0,0.50212055,0.84375
10.0,1361.0,0.40153256,0.875
10.0,1362.0,0.8338413,0.6875
10.0,1363.0,0.40413058,0.875
10.0,1364.0,0.4351485,0.875
10.0,1365.0,0.2946284,0.9375
10.0,1366.0,0.630565,0.84375
10.0,1367.0,0.5141655,0.8125
10.0,1368.0,0.47825277,0.84375
10.0,1369.0,0.5810697,0.84375
10.0,1370.0,0.6180116,0.782608695652174
11.0,1371.0,0.61449134,0.84375
11.0,1372.0,0.66586363,0.78125
11.0,1373.0,0.4420178,0.90625
11.0,1374.0,0.7076305,0.8125
11.0,1375.0,0.62079525,0.8125
11.0,1376.0,0.30554086,0.96875
11.0,1377.0,0.39510992,0.90625
11.0,1378.0,0.51069725,0.84375
11.0,1379.0,0.5108366,0.90625
11.0,1380.0,0.37801117,0.9375
11.0,1381.0,0.33531237,0.84375
11.0,1382.0,0.6473927,0.78125
11.0,1383.0,0.48232234,0.875
11.0,1384.0,0.43081892,0.84375
11.0,1385.0,0.90298575,0.78125
11.0,1386.0,1.1017445,0.71875
11.0,1387.0,0.4242337,0.8125
11.0,1388.0,0.40906897,0.875
11.0,1389.0,0.45885554,0.875
11.0,1390.0,0.7805972,0.71875
11.0,1391.0,0.6177167,0.78125
11.0,1392.0,0.51881856,0.875
11.0,1393.0,0.37504125,0.9375
11.0,1394.0,0.42371228,0.875
11.0,1395.0,0.6189735,0.84375
11.0,1396.0,0.8187534,0.75
11.0,1397.0,0.59053046,0.84375
11.0,1398.0,0.4510519,0.84375
11.0,1399.0,0.40920424,0.9375
11.0,1400.0,0.5807652,0.84375
11.0,1401.0,0.49189204,0.84375
11.0,1402.0,0.5625558,0.78125
11.0,1403.0,0.4586625,0.84375
11.0,1404.0,0.63830835,0.8125
11.0,1405.0,0.31873167,0.9375
11.0,1406.0,0.3714636,0.90625
11.0,1407.0,0.40927178,0.90625
11.0,1408.0,0.36358616,0.9375
11.0,1409.0,0.66712195,0.8125
11.0,1410.0,0.32635462,0.9375
11.0,1411.0,0.4877987,0.84375
11.0,1412.0,0.44614807,0.875
11.0,1413.0,0.3380063,0.96875
11.0,1414.0,0.7600385,0.71875
11.0,1415.0,0.38562128,0.875
11.0,1416.0,0.45633477,0.875
11.0,1417.0,0.5166178,0.84375
11.0,1418.0,0.35860896,0.875
11.0,1419.0,0.4674492,0.84375
11.0,1420.0,0.73149216,0.78125
11.0,1421.0,0.4453381,0.84375
11.0,1422.0,0.5044271,0.8125
11.0,1423.0,0.38951015,0.875
11.0,1424.0,0.73986244,0.6875
11.0,1425.0,0.36904988,0.9375
11.0,1426.0,0.37807575,0.875
11.0,1427.0,0.40217608,0.875
11.0,1428.0,0.52485967,0.84375
11.0,1429.0,0.44349483,0.875
11.0,1430.0,0.3566433,0.9375
11.0,1431.0,0.7479969,0.8125
11.0,1432.0,0.3903338,0.90625
11.0,1433.0,0.808499,0.75
11.0,1434.0,0.5155836,0.90625
11.0,1435.0,0.5869962,0.8125
11.0,1436.0,0.36856174,0.90625
11.0,1437.0,0.6754844,0.8125
11.0,1438.0,0.93333846,0.6875
11.0,1439.0,0.23767239,0.9375
11.0,1440.0,0.44795018,0.90625
11.0,1441.0,0.5671973,0.84375
11.0,1442.0,0.47246817,0.9375
11.0,1443.0,0.386192,0.90625
11.0,1444.0,0.37617472,0.90625
11.0,1445.0,0.4535914,0.84375
11.0,1446.0,0.41745788,0.84375
11.0,1447.0,0.304841,0.90625
11.0,1448.0,0.5905897,0.8125
11.0,1449.0,0.61427194,0.8125
11.0,1450.0,0.664092,0.875
11.0,1451.0,0.647438,0.78125
11.0,1452.0,0.37282494,0.90625
11.0,1453.0,0.51748663,0.8125
11.0,1454.0,0.8157779,0.78125
11.0,1455.0,0.7494393,0.8125
11.0,1456.0,0.649904,0.84375
11.0,1457.0,0.32576346,0.90625
11.0,1458.0,0.5844538,0.875
11.0,1459.0,0.507458,0.90625
11.0,1460.0,0.40976006,0.90625
11.0,1461.0,0.3579441,0.9375
11.0,1462.0,0.5936887,0.8125
11.0,1463.0,0.48527154,0.875
11.0,1464.0,0.22140677,0.90625
11.0,1465.0,0.5243987,0.78125
